Year,Offence Division,Incidents Recorded,Local Government Area
2019,E Justice procedures offences,94,Greater Shepparton
2019,E Justice procedures offences,3,Greater Shepparton
2019,E Justice procedures offences,7,Greater Shepparton
2019,E Justice procedures offences,10,Greater Shepparton
2019,E Justice procedures offences,532,Greater Shepparton
2019,E Justice procedures offences,51,Greater Shepparton
2019,E Justice procedures offences,328,Greater Shepparton
2019,E Justice procedures offences,25,Greater Shepparton
2019,F Other offences,1,Greater Shepparton
2019,F Other offences,1,Greater Shepparton
2019,F Other offences,3,Greater Shepparton
2019,F Other offences,2,Greater Shepparton
2019,F Other offences,2,Greater Shepparton
2019,F Other offences,4,Greater Shepparton
2022,A Crimes against the person,2,Glenelg
2022,A Crimes against the person,34,Glenelg
2022,A Crimes against the person,22,Glenelg
2022,A Crimes against the person,12,Glenelg
2022,A Crimes against the person,53,Glenelg
2022,A Crimes against the person,36,Glenelg
2022,A Crimes against the person,45,Glenelg
2022,A Crimes against the person,1,Glenelg
2022,A Crimes against the person,1,Glenelg
2022,A Crimes against the person,5,Glenelg
2022,A Crimes against the person,4,Glenelg
2022,A Crimes against the person,4,Glenelg
2022,A Crimes against the person,7,Glenelg
2022,A Crimes against the person,9,Glenelg
2022,A Crimes against the person,11,Glenelg
2022,A Crimes against the person,5,Glenelg
2022,A Crimes against the person,9,Glenelg
2022,B Property and deception offences,4,Glenelg
2022,B Property and deception offences,2,Glenelg
2022,B Property and deception offences,134,Glenelg
2022,B Property and deception offences,21,Glenelg
2022,B Property and deception offences,4,Glenelg
2022,B Property and deception offences,5,Glenelg
2022,B Property and deception offences,1,Glenelg
2022,B Property and deception offences,36,Glenelg
2022,B Property and deception offences,8,Glenelg
2022,B Property and deception offences,1,Glenelg
2022,B Property and deception offences,23,Glenelg
2022,B Property and deception offences,39,Glenelg
2022,B Property and deception offences,18,Glenelg
2022,B Property and deception offences,5,Glenelg
2022,B Property and deception offences,6,Glenelg
2022,B Property and deception offences,89,Glenelg
2022,B Property and deception offences,2,Glenelg
2022,B Property and deception offences,12,Glenelg
2022,C Drug offences,18,Glenelg
2022,C Drug offences,5,Glenelg
2022,C Drug offences,34,Glenelg
2022,D Public order and security offences,8,Glenelg
2022,D Public order and security offences,19,Glenelg
2022,D Public order and security offences,3,Glenelg
2022,D Public order and security offences,12,Glenelg
2022,D Public order and security offences,13,Glenelg
2022,D Public order and security offences,6,Glenelg
2022,D Public order and security offences,2,Glenelg
2022,D Public order and security offences,1,Glenelg
2022,D Public order and security offences,9,Glenelg
2022,D Public order and security offences,1,Glenelg
2022,E Justice procedures offences,51,Glenelg
2022,E Justice procedures offences,2,Glenelg
2022,E Justice procedures offences,2,Glenelg
2022,E Justice procedures offences,3,Glenelg
2022,E Justice procedures offences,115,Glenelg
2022,E Justice procedures offences,46,Glenelg
2022,E Justice procedures offences,79,Glenelg
2022,E Justice procedures offences,10,Glenelg
2022,F Other offences,2,Glenelg
2022,F Other offences,92,Glenelg
2022,F Other offences,1,Glenelg
2021,A Crimes against the person,2,Glenelg
2021,A Crimes against the person,34,Glenelg
2021,A Crimes against the person,29,Glenelg
2021,A Crimes against the person,18,Glenelg
2021,A Crimes against the person,61,Glenelg
2021,A Crimes against the person,35,Glenelg
2021,A Crimes against the person,35,Glenelg
2021,A Crimes against the person,5,Glenelg
2021,A Crimes against the person,1,Glenelg
2021,A Crimes against the person,2,Glenelg
2021,A Crimes against the person,1,Glenelg
2021,A Crimes against the person,12,Glenelg
2021,A Crimes against the person,8,Glenelg
2021,A Crimes against the person,6,Glenelg
2021,A Crimes against the person,6,Glenelg
2021,A Crimes against the person,7,Glenelg
2021,B Property and deception offences,6,Glenelg
2021,B Property and deception offences,137,Glenelg
2021,B Property and deception offences,15,Glenelg
2021,B Property and deception offences,3,Glenelg
2021,B Property and deception offences,3,Glenelg
2021,B Property and deception offences,27,Glenelg
2021,B Property and deception offences,7,Glenelg
2021,B Property and deception offences,18,Glenelg
2021,B Property and deception offences,25,Glenelg
2021,B Property and deception offences,29,Glenelg
2021,B Property and deception offences,3,Glenelg
2021,B Property and deception offences,10,Glenelg
2021,B Property and deception offences,65,Glenelg
2021,B Property and deception offences,2,Glenelg
2021,B Property and deception offences,21,Glenelg
2021,B Property and deception offences,2,Glenelg
2021,C Drug offences,1,Glenelg
2021,C Drug offences,9,Glenelg
2021,C Drug offences,16,Glenelg
2021,C Drug offences,1,Glenelg
2021,C Drug offences,3,Glenelg
2021,C Drug offences,47,Glenelg
2021,D Public order and security offences,14,Glenelg
2021,D Public order and security offences,21,Glenelg
2021,D Public order and security offences,1,Glenelg
2021,D Public order and security offences,1,Glenelg
2021,D Public order and security offences,13,Glenelg
2021,D Public order and security offences,7,Glenelg
2021,D Public order and security offences,2,Glenelg
2021,D Public order and security offences,1,Glenelg
2021,D Public order and security offences,13,Glenelg
2021,D Public order and security offences,3,Glenelg
2021,E Justice procedures offences,29,Glenelg
2021,E Justice procedures offences,2,Glenelg
2021,E Justice procedures offences,3,Glenelg
2021,E Justice procedures offences,5,Glenelg
2021,E Justice procedures offences,82,Glenelg
2021,E Justice procedures offences,15,Glenelg
2021,E Justice procedures offences,53,Glenelg
2021,E Justice procedures offences,4,Glenelg
2021,F Other offences,67,Glenelg
2021,F Other offences,1,Glenelg
2020,A Crimes against the person,2,Glenelg
2020,A Crimes against the person,48,Glenelg
2020,A Crimes against the person,21,Glenelg
2020,A Crimes against the person,8,Glenelg
2020,A Crimes against the person,49,Glenelg
2020,A Crimes against the person,28,Glenelg
2020,A Crimes against the person,39,Glenelg
2020,A Crimes against the person,3,Glenelg
2020,A Crimes against the person,3,Glenelg
2020,A Crimes against the person,2,Glenelg
2020,A Crimes against the person,2,Glenelg
2020,A Crimes against the person,8,Glenelg
2020,A Crimes against the person,3,Glenelg
2020,A Crimes against the person,6,Glenelg
2020,A Crimes against the person,2,Glenelg
2020,A Crimes against the person,11,Glenelg
2020,B Property and deception offences,7,Glenelg
2020,B Property and deception offences,2,Glenelg
2020,B Property and deception offences,140,Glenelg
2020,B Property and deception offences,4,Glenelg
2020,B Property and deception offences,3,Glenelg
2020,B Property and deception offences,2,Glenelg
2020,B Property and deception offences,41,Glenelg
2020,B Property and deception offences,34,Glenelg
2020,B Property and deception offences,1,Glenelg
2020,B Property and deception offences,17,Glenelg
2020,B Property and deception offences,49,Glenelg
2020,B Property and deception offences,32,Glenelg
2020,B Property and deception offences,9,Glenelg
2020,B Property and deception offences,12,Glenelg
2020,B Property and deception offences,120,Glenelg
2020,B Property and deception offences,7,Glenelg
2020,B Property and deception offences,28,Glenelg
2020,B Property and deception offences,1,Glenelg
2020,C Drug offences,29,Glenelg
2020,C Drug offences,5,Glenelg
2020,C Drug offences,6,Glenelg
2020,C Drug offences,65,Glenelg
2020,D Public order and security offences,7,Glenelg
2020,D Public order and security offences,22,Glenelg
2020,D Public order and security offences,1,Glenelg
2020,D Public order and security offences,18,Glenelg
2020,D Public order and security offences,20,Glenelg
2020,D Public order and security offences,7,Glenelg
2020,D Public order and security offences,2,Glenelg
2020,D Public order and security offences,11,Glenelg
2020,D Public order and security offences,3,Glenelg
2020,E Justice procedures offences,26,Glenelg
2020,E Justice procedures offences,3,Glenelg
2020,E Justice procedures offences,3,Glenelg
2020,E Justice procedures offences,4,Glenelg
2020,E Justice procedures offences,95,Glenelg
2020,E Justice procedures offences,5,Glenelg
2020,E Justice procedures offences,79,Glenelg
2020,E Justice procedures offences,6,Glenelg
2020,F Other offences,1,Glenelg
2020,F Other offences,1,Glenelg
2020,F Other offences,1,Glenelg
2020,F Other offences,1,Glenelg
2019,A Crimes against the person,2,Glenelg
2019,A Crimes against the person,22,Glenelg
2019,A Crimes against the person,11,Glenelg
2019,A Crimes against the person,5,Glenelg
2019,A Crimes against the person,42,Glenelg
2019,A Crimes against the person,28,Glenelg
2019,A Crimes against the person,44,Glenelg
2019,A Crimes against the person,2,Glenelg
2019,A Crimes against the person,1,Glenelg
2019,A Crimes against the person,1,Glenelg
2019,A Crimes against the person,3,Glenelg
2019,A Crimes against the person,5,Glenelg
2019,A Crimes against the person,2,Glenelg
2019,A Crimes against the person,4,Glenelg
2019,A Crimes against the person,2,Glenelg
2019,A Crimes against the person,6,Glenelg
2019,B Property and deception offences,6,Glenelg
2019,B Property and deception offences,2,Glenelg
2019,B Property and deception offences,105,Glenelg
2019,B Property and deception offences,5,Glenelg
2019,B Property and deception offences,4,Glenelg
2019,B Property and deception offences,3,Glenelg
2019,B Property and deception offences,45,Glenelg
2019,B Property and deception offences,27,Glenelg
2019,B Property and deception offences,14,Glenelg
2019,B Property and deception offences,59,Glenelg
2019,B Property and deception offences,31,Glenelg
2019,B Property and deception offences,3,Glenelg
2019,B Property and deception offences,21,Glenelg
2019,B Property and deception offences,84,Glenelg
2019,B Property and deception offences,9,Glenelg
2019,B Property and deception offences,22,Glenelg
2019,C Drug offences,20,Glenelg
2019,C Drug offences,8,Glenelg
2019,C Drug offences,7,Glenelg
2019,C Drug offences,55,Glenelg
2019,D Public order and security offences,10,Glenelg
2019,D Public order and security offences,18,Glenelg
2019,D Public order and security offences,1,Glenelg
2019,D Public order and security offences,21,Glenelg
2019,D Public order and security offences,9,Glenelg
2019,D Public order and security offences,8,Glenelg
2019,D Public order and security offences,1,Glenelg
2019,D Public order and security offences,6,Glenelg
2019,E Justice procedures offences,22,Glenelg
2019,E Justice procedures offences,1,Glenelg
2019,E Justice procedures offences,2,Glenelg
2019,E Justice procedures offences,59,Glenelg
2019,E Justice procedures offences,7,Glenelg
2019,E Justice procedures offences,78,Glenelg
2019,E Justice procedures offences,2,Glenelg
2019,F Other offences,2,Glenelg
2022,A Crimes against the person,29,Southern Grampians
2022,A Crimes against the person,31,Southern Grampians
2022,A Crimes against the person,11,Southern Grampians
2022,A Crimes against the person,25,Southern Grampians
2022,A Crimes against the person,26,Southern Grampians
2022,A Crimes against the person,33,Southern Grampians
2022,A Crimes against the person,1,Southern Grampians
2022,A Crimes against the person,3,Southern Grampians
2022,A Crimes against the person,1,Southern Grampians
2022,A Crimes against the person,4,Southern Grampians
2022,A Crimes against the person,2,Southern Grampians
2022,A Crimes against the person,3,Southern Grampians
2022,A Crimes against the person,10,Southern Grampians
2022,A Crimes against the person,11,Southern Grampians
2022,A Crimes against the person,11,Southern Grampians
2022,A Crimes against the person,8,Southern Grampians
2022,A Crimes against the person,4,Southern Grampians
2022,B Property and deception offences,1,Southern Grampians
2022,B Property and deception offences,3,Southern Grampians
2022,B Property and deception offences,87,Southern Grampians
2022,B Property and deception offences,1,Southern Grampians
2022,B Property and deception offences,3,Southern Grampians
2022,B Property and deception offences,1,Southern Grampians
2022,B Property and deception offences,1,Southern Grampians
2022,B Property and deception offences,19,Southern Grampians
2022,B Property and deception offences,3,Southern Grampians
2022,B Property and deception offences,19,Southern Grampians
2022,B Property and deception offences,43,Southern Grampians
2022,B Property and deception offences,11,Southern Grampians
2022,B Property and deception offences,6,Southern Grampians
2022,B Property and deception offences,17,Southern Grampians
2022,B Property and deception offences,53,Southern Grampians
2022,B Property and deception offences,1,Southern Grampians
2022,B Property and deception offences,19,Southern Grampians
2022,C Drug offences,10,Southern Grampians
2022,C Drug offences,3,Southern Grampians
2022,C Drug offences,1,Southern Grampians
2022,C Drug offences,3,Southern Grampians
2022,C Drug offences,32,Southern Grampians
2022,D Public order and security offences,5,Southern Grampians
2022,D Public order and security offences,8,Southern Grampians
2022,D Public order and security offences,2,Southern Grampians
2022,D Public order and security offences,5,Southern Grampians
2022,D Public order and security offences,7,Southern Grampians
2022,D Public order and security offences,5,Southern Grampians
2022,D Public order and security offences,2,Southern Grampians
2022,D Public order and security offences,3,Southern Grampians
2022,D Public order and security offences,1,Southern Grampians
2022,D Public order and security offences,5,Southern Grampians
2022,D Public order and security offences,1,Southern Grampians
2022,E Justice procedures offences,25,Southern Grampians
2022,E Justice procedures offences,7,Southern Grampians
2022,E Justice procedures offences,1,Southern Grampians
2022,E Justice procedures offences,76,Southern Grampians
2022,E Justice procedures offences,14,Southern Grampians
2022,E Justice procedures offences,56,Southern Grampians
2022,E Justice procedures offences,3,Southern Grampians
2022,F Other offences,21,Southern Grampians
2022,F Other offences,2,Southern Grampians
2021,A Crimes against the person,4,Southern Grampians
2021,A Crimes against the person,19,Southern Grampians
2021,A Crimes against the person,25,Southern Grampians
2021,A Crimes against the person,4,Southern Grampians
2021,A Crimes against the person,50,Southern Grampians
2021,A Crimes against the person,18,Southern Grampians
2021,A Crimes against the person,30,Southern Grampians
2021,A Crimes against the person,5,Southern Grampians
2021,A Crimes against the person,5,Southern Grampians
2021,A Crimes against the person,2,Southern Grampians
2021,A Crimes against the person,7,Southern Grampians
2021,A Crimes against the person,2,Southern Grampians
2021,A Crimes against the person,4,Southern Grampians
2021,A Crimes against the person,8,Southern Grampians
2021,B Property and deception offences,2,Southern Grampians
2021,B Property and deception offences,3,Southern Grampians
2021,B Property and deception offences,77,Southern Grampians
2021,B Property and deception offences,4,Southern Grampians
2021,B Property and deception offences,1,Southern Grampians
2021,B Property and deception offences,6,Southern Grampians
2021,B Property and deception offences,20,Southern Grampians
2021,B Property and deception offences,12,Southern Grampians
2021,B Property and deception offences,9,Southern Grampians
2021,B Property and deception offences,15,Southern Grampians
2021,B Property and deception offences,17,Southern Grampians
2021,B Property and deception offences,4,Southern Grampians
2021,B Property and deception offences,8,Southern Grampians
2021,B Property and deception offences,63,Southern Grampians
2021,B Property and deception offences,3,Southern Grampians
2021,B Property and deception offences,16,Southern Grampians
2021,C Drug offences,19,Southern Grampians
2021,C Drug offences,5,Southern Grampians
2021,C Drug offences,44,Southern Grampians
2021,D Public order and security offences,6,Southern Grampians
2021,D Public order and security offences,9,Southern Grampians
2021,D Public order and security offences,1,Southern Grampians
2021,D Public order and security offences,1,Southern Grampians
2021,D Public order and security offences,8,Southern Grampians
2021,D Public order and security offences,5,Southern Grampians
2021,D Public order and security offences,1,Southern Grampians
2021,D Public order and security offences,11,Southern Grampians
2021,D Public order and security offences,2,Southern Grampians
2021,E Justice procedures offences,19,Southern Grampians
2021,E Justice procedures offences,1,Southern Grampians
2021,E Justice procedures offences,1,Southern Grampians
2021,E Justice procedures offences,1,Southern Grampians
2021,E Justice procedures offences,81,Southern Grampians
2021,E Justice procedures offences,8,Southern Grampians
2021,E Justice procedures offences,44,Southern Grampians
2021,E Justice procedures offences,6,Southern Grampians
2021,F Other offences,1,Southern Grampians
2021,F Other offences,73,Southern Grampians
2021,F Other offences,1,Southern Grampians
2020,A Crimes against the person,2,Southern Grampians
2020,A Crimes against the person,31,Southern Grampians
2020,A Crimes against the person,22,Southern Grampians
2020,A Crimes against the person,6,Southern Grampians
2020,A Crimes against the person,36,Southern Grampians
2020,A Crimes against the person,20,Southern Grampians
2020,A Crimes against the person,29,Southern Grampians
2020,A Crimes against the person,1,Southern Grampians
2020,A Crimes against the person,1,Southern Grampians
2020,A Crimes against the person,2,Southern Grampians
2020,A Crimes against the person,1,Southern Grampians
2020,A Crimes against the person,1,Southern Grampians
2020,A Crimes against the person,1,Southern Grampians
2020,A Crimes against the person,1,Southern Grampians
2020,A Crimes against the person,5,Southern Grampians
2020,A Crimes against the person,6,Southern Grampians
2020,A Crimes against the person,3,Southern Grampians
2020,A Crimes against the person,4,Southern Grampians
2020,B Property and deception offences,1,Southern Grampians
2020,B Property and deception offences,1,Southern Grampians
2020,B Property and deception offences,6,Southern Grampians
2020,B Property and deception offences,111,Southern Grampians
2020,B Property and deception offences,4,Southern Grampians
2020,B Property and deception offences,3,Southern Grampians
2020,B Property and deception offences,12,Southern Grampians
2020,B Property and deception offences,3,Southern Grampians
2020,B Property and deception offences,40,Southern Grampians
2020,B Property and deception offences,15,Southern Grampians
2020,B Property and deception offences,5,Southern Grampians
2020,B Property and deception offences,52,Southern Grampians
2020,B Property and deception offences,25,Southern Grampians
2020,B Property and deception offences,12,Southern Grampians
2020,B Property and deception offences,17,Southern Grampians
2020,B Property and deception offences,95,Southern Grampians
2020,B Property and deception offences,1,Southern Grampians
2020,B Property and deception offences,22,Southern Grampians
2020,B Property and deception offences,2,Southern Grampians
2020,C Drug offences,14,Southern Grampians
2020,C Drug offences,6,Southern Grampians
2020,C Drug offences,51,Southern Grampians
2020,D Public order and security offences,5,Southern Grampians
2020,D Public order and security offences,8,Southern Grampians
2020,D Public order and security offences,2,Southern Grampians
2020,D Public order and security offences,1,Southern Grampians
2020,D Public order and security offences,10,Southern Grampians
2020,D Public order and security offences,8,Southern Grampians
2020,D Public order and security offences,7,Southern Grampians
2020,D Public order and security offences,2,Southern Grampians
2020,D Public order and security offences,1,Southern Grampians
2020,D Public order and security offences,12,Southern Grampians
2020,E Justice procedures offences,15,Southern Grampians
2020,E Justice procedures offences,1,Southern Grampians
2020,E Justice procedures offences,2,Southern Grampians
2020,E Justice procedures offences,4,Southern Grampians
2020,E Justice procedures offences,64,Southern Grampians
2020,E Justice procedures offences,4,Southern Grampians
2020,E Justice procedures offences,61,Southern Grampians
2020,E Justice procedures offences,10,Southern Grampians
2020,F Other offences,1,Southern Grampians
2019,A Crimes against the person,32,Southern Grampians
2019,A Crimes against the person,23,Southern Grampians
2019,A Crimes against the person,9,Southern Grampians
2019,A Crimes against the person,52,Southern Grampians
2019,A Crimes against the person,26,Southern Grampians
2019,A Crimes against the person,29,Southern Grampians
2019,A Crimes against the person,1,Southern Grampians
2019,A Crimes against the person,1,Southern Grampians
2019,A Crimes against the person,4,Southern Grampians
2019,A Crimes against the person,4,Southern Grampians
2019,A Crimes against the person,1,Southern Grampians
2019,A Crimes against the person,5,Southern Grampians
2019,A Crimes against the person,7,Southern Grampians
2019,A Crimes against the person,14,Southern Grampians
2019,A Crimes against the person,5,Southern Grampians
2019,A Crimes against the person,8,Southern Grampians
2019,B Property and deception offences,5,Southern Grampians
2019,B Property and deception offences,1,Southern Grampians
2019,B Property and deception offences,9,Southern Grampians
2019,B Property and deception offences,80,Southern Grampians
2019,B Property and deception offences,4,Southern Grampians
2019,B Property and deception offences,4,Southern Grampians
2019,B Property and deception offences,42,Southern Grampians
2019,B Property and deception offences,22,Southern Grampians
2019,B Property and deception offences,5,Southern Grampians
2019,B Property and deception offences,22,Southern Grampians
2019,B Property and deception offences,31,Southern Grampians
2019,B Property and deception offences,9,Southern Grampians
2019,B Property and deception offences,9,Southern Grampians
2019,B Property and deception offences,103,Southern Grampians
2019,B Property and deception offences,2,Southern Grampians
2019,B Property and deception offences,34,Southern Grampians
2019,C Drug offences,1,Southern Grampians
2019,C Drug offences,39,Southern Grampians
2019,C Drug offences,3,Southern Grampians
2019,C Drug offences,10,Southern Grampians
2019,C Drug offences,72,Southern Grampians
2019,D Public order and security offences,13,Southern Grampians
2019,D Public order and security offences,27,Southern Grampians
2019,D Public order and security offences,2,Southern Grampians
2019,D Public order and security offences,12,Southern Grampians
2019,D Public order and security offences,27,Southern Grampians
2019,D Public order and security offences,8,Southern Grampians
2019,D Public order and security offences,1,Southern Grampians
2019,D Public order and security offences,4,Southern Grampians
2019,D Public order and security offences,15,Southern Grampians
2019,D Public order and security offences,1,Southern Grampians
2019,E Justice procedures offences,21,Southern Grampians
2019,E Justice procedures offences,7,Southern Grampians
2019,E Justice procedures offences,5,Southern Grampians
2019,E Justice procedures offences,97,Southern Grampians
2019,E Justice procedures offences,6,Southern Grampians
2019,E Justice procedures offences,121,Southern Grampians
2019,E Justice procedures offences,4,Southern Grampians
2019,F Other offences,3,Southern Grampians
2019,F Other offences,1,Southern Grampians
2019,F Other offences,3,Southern Grampians
2019,F Other offences,1,Southern Grampians
2019,F Other offences,1,Southern Grampians
2022,A Crimes against the person,2,Stonnington
2022,A Crimes against the person,83,Stonnington
2022,A Crimes against the person,212,Stonnington
2022,A Crimes against the person,29,Stonnington
2022,A Crimes against the person,134,Stonnington
2022,A Crimes against the person,240,Stonnington
2022,A Crimes against the person,145,Stonnington
2022,A Crimes against the person,2,Stonnington
2022,A Crimes against the person,6,Stonnington
2022,A Crimes against the person,37,Stonnington
2022,A Crimes against the person,6,Stonnington
2022,A Crimes against the person,6,Stonnington
2022,A Crimes against the person,1,Stonnington
2022,A Crimes against the person,27,Stonnington
2022,A Crimes against the person,30,Stonnington
2022,A Crimes against the person,7,Stonnington
2022,A Crimes against the person,14,Stonnington
2022,A Crimes against the person,10,Stonnington
2022,A Crimes against the person,49,Stonnington
2022,A Crimes against the person,9,Stonnington
2022,A Crimes against the person,1,Stonnington
2022,A Crimes against the person,9,Stonnington
2022,A Crimes against the person,22,Stonnington
2022,B Property and deception offences,17,Stonnington
2022,B Property and deception offences,1,Stonnington
2022,B Property and deception offences,579,Stonnington
2022,B Property and deception offences,73,Stonnington
2022,B Property and deception offences,8,Stonnington
2022,B Property and deception offences,103,Stonnington
2022,B Property and deception offences,3,Stonnington
2022,B Property and deception offences,458,Stonnington
2022,B Property and deception offences,175,Stonnington
2022,B Property and deception offences,1,Stonnington
2022,B Property and deception offences,247,Stonnington
2022,B Property and deception offences,1246,Stonnington
2022,B Property and deception offences,530,Stonnington
2022,B Property and deception offences,291,Stonnington
2022,B Property and deception offences,126,Stonnington
2022,B Property and deception offences,890,Stonnington
2022,B Property and deception offences,41,Stonnington
2022,B Property and deception offences,546,Stonnington
2022,B Property and deception offences,19,Stonnington
2022,B Property and deception offences,2,Stonnington
2022,B Property and deception offences,3,Stonnington
2022,C Drug offences,1,Stonnington
2022,C Drug offences,44,Stonnington
2022,C Drug offences,4,Stonnington
2022,C Drug offences,22,Stonnington
2022,C Drug offences,181,Stonnington
2022,C Drug offences,3,Stonnington
2022,D Public order and security offences,16,Stonnington
2022,D Public order and security offences,97,Stonnington
2022,D Public order and security offences,2,Stonnington
2022,D Public order and security offences,17,Stonnington
2022,D Public order and security offences,138,Stonnington
2022,D Public order and security offences,46,Stonnington
2022,D Public order and security offences,3,Stonnington
2022,D Public order and security offences,9,Stonnington
2022,D Public order and security offences,6,Stonnington
2022,D Public order and security offences,4,Stonnington
2022,D Public order and security offences,1,Stonnington
2022,D Public order and security offences,69,Stonnington
2022,D Public order and security offences,2,Stonnington
2022,E Justice procedures offences,99,Stonnington
2022,E Justice procedures offences,3,Stonnington
2022,E Justice procedures offences,6,Stonnington
2022,E Justice procedures offences,10,Stonnington
2022,E Justice procedures offences,192,Stonnington
2022,E Justice procedures offences,38,Stonnington
2022,E Justice procedures offences,211,Stonnington
2022,E Justice procedures offences,4,Stonnington
2022,F Other offences,1,Stonnington
2022,F Other offences,1,Stonnington
2022,F Other offences,4,Stonnington
2022,F Other offences,1,Stonnington
2022,F Other offences,145,Stonnington
2021,A Crimes against the person,2,Stonnington
2021,A Crimes against the person,93,Stonnington
2021,A Crimes against the person,167,Stonnington
2021,A Crimes against the person,34,Stonnington
2021,A Crimes against the person,177,Stonnington
2021,A Crimes against the person,204,Stonnington
2021,A Crimes against the person,137,Stonnington
2021,A Crimes against the person,1,Stonnington
2021,A Crimes against the person,3,Stonnington
2021,A Crimes against the person,43,Stonnington
2021,A Crimes against the person,9,Stonnington
2021,A Crimes against the person,2,Stonnington
2021,A Crimes against the person,1,Stonnington
2021,A Crimes against the person,16,Stonnington
2021,A Crimes against the person,17,Stonnington
2021,A Crimes against the person,13,Stonnington
2021,A Crimes against the person,16,Stonnington
2021,A Crimes against the person,24,Stonnington
2021,A Crimes against the person,32,Stonnington
2021,A Crimes against the person,8,Stonnington
2021,A Crimes against the person,9,Stonnington
2021,A Crimes against the person,29,Stonnington
2021,B Property and deception offences,12,Stonnington
2021,B Property and deception offences,579,Stonnington
2021,B Property and deception offences,69,Stonnington
2021,B Property and deception offences,6,Stonnington
2021,B Property and deception offences,77,Stonnington
2021,B Property and deception offences,2,Stonnington
2021,B Property and deception offences,1,Stonnington
2021,B Property and deception offences,408,Stonnington
2021,B Property and deception offences,202,Stonnington
2021,B Property and deception offences,1,Stonnington
2021,B Property and deception offences,246,Stonnington
2021,B Property and deception offences,1307,Stonnington
2021,B Property and deception offences,460,Stonnington
2021,B Property and deception offences,340,Stonnington
2021,B Property and deception offences,167,Stonnington
2021,B Property and deception offences,749,Stonnington
2021,B Property and deception offences,39,Stonnington
2021,B Property and deception offences,657,Stonnington
2021,B Property and deception offences,20,Stonnington
2021,B Property and deception offences,2,Stonnington
2021,B Property and deception offences,9,Stonnington
2021,C Drug offences,70,Stonnington
2021,C Drug offences,8,Stonnington
2021,C Drug offences,30,Stonnington
2021,C Drug offences,272,Stonnington
2021,C Drug offences,9,Stonnington
2021,D Public order and security offences,12,Stonnington
2021,D Public order and security offences,149,Stonnington
2021,D Public order and security offences,5,Stonnington
2021,D Public order and security offences,147,Stonnington
2021,D Public order and security offences,41,Stonnington
2021,D Public order and security offences,5,Stonnington
2021,D Public order and security offences,11,Stonnington
2021,D Public order and security offences,6,Stonnington
2021,D Public order and security offences,1,Stonnington
2021,D Public order and security offences,1,Stonnington
2021,D Public order and security offences,1,Stonnington
2021,D Public order and security offences,40,Stonnington
2021,D Public order and security offences,1,Stonnington
2021,D Public order and security offences,2,Stonnington
2021,E Justice procedures offences,1,Stonnington
2021,E Justice procedures offences,102,Stonnington
2021,E Justice procedures offences,7,Stonnington
2021,E Justice procedures offences,5,Stonnington
2021,E Justice procedures offences,10,Stonnington
2021,E Justice procedures offences,216,Stonnington
2021,E Justice procedures offences,47,Stonnington
2021,E Justice procedures offences,343,Stonnington
2021,E Justice procedures offences,2,Stonnington
2021,F Other offences,1,Stonnington
2021,F Other offences,3,Stonnington
2021,F Other offences,1,Stonnington
2021,F Other offences,998,Stonnington
2021,F Other offences,4,Stonnington
2021,F Other offences,2,Stonnington
2021,F Other offences,1,Stonnington
2020,A Crimes against the person,5,Stonnington
2020,A Crimes against the person,76,Stonnington
2020,A Crimes against the person,188,Stonnington
2020,A Crimes against the person,33,Stonnington
2020,A Crimes against the person,175,Stonnington
2020,A Crimes against the person,241,Stonnington
2020,A Crimes against the person,138,Stonnington
2020,A Crimes against the person,2,Stonnington
2020,A Crimes against the person,6,Stonnington
2020,A Crimes against the person,54,Stonnington
2020,A Crimes against the person,6,Stonnington
2020,A Crimes against the person,4,Stonnington
2020,A Crimes against the person,1,Stonnington
2020,A Crimes against the person,14,Stonnington
2020,A Crimes against the person,16,Stonnington
2020,A Crimes against the person,8,Stonnington
2020,A Crimes against the person,7,Stonnington
2020,A Crimes against the person,16,Stonnington
2020,A Crimes against the person,30,Stonnington
2020,A Crimes against the person,11,Stonnington
2020,A Crimes against the person,1,Stonnington
2020,A Crimes against the person,7,Stonnington
2020,A Crimes against the person,22,Stonnington
2020,B Property and deception offences,16,Stonnington
2020,B Property and deception offences,1,Stonnington
2020,B Property and deception offences,700,Stonnington
2020,B Property and deception offences,50,Stonnington
2020,B Property and deception offences,6,Stonnington
2020,B Property and deception offences,115,Stonnington
2020,B Property and deception offences,3,Stonnington
2020,B Property and deception offences,617,Stonnington
2020,B Property and deception offences,241,Stonnington
2020,B Property and deception offences,2,Stonnington
2020,B Property and deception offences,292,Stonnington
2020,B Property and deception offences,1834,Stonnington
2020,B Property and deception offences,879,Stonnington
2020,B Property and deception offences,301,Stonnington
2020,B Property and deception offences,182,Stonnington
2020,B Property and deception offences,1010,Stonnington
2020,B Property and deception offences,49,Stonnington
2020,B Property and deception offences,717,Stonnington
2020,B Property and deception offences,27,Stonnington
2020,B Property and deception offences,2,Stonnington
2020,B Property and deception offences,8,Stonnington
2020,C Drug offences,53,Stonnington
2020,C Drug offences,1,Stonnington
2020,C Drug offences,15,Stonnington
2020,C Drug offences,6,Stonnington
2020,C Drug offences,223,Stonnington
2020,C Drug offences,1,Stonnington
2020,D Public order and security offences,16,Stonnington
2020,D Public order and security offences,116,Stonnington
2020,D Public order and security offences,1,Stonnington
2020,D Public order and security offences,16,Stonnington
